country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
AUS,Australia,Kalgoorlie (Parkeston),110,-30.7378,121.5065,Gas,,,,,Newmount Australia / Transalta,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kalgoorlie Nickel Smelter,42,-30.8737,121.4842,Gas,,,,,Southern Cross Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kambalda,42,-31.1919,121.6741,Gas,,,,,Southern Cross Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kangaroo Valley (Shoalhaven Scheme),160,-34.723,150.4795,Hydro,,,,,Eraring Energy,,Australian Renewable Energy Mapping Infrastructure,298.94
AUS,Australia,Karadoc Solar Farm,112,-34.4154,142.2521,Solar,,,,,BayWa,,Australian Renewable Energy Mapping Infrastructure,2.89
AUS,Australia,Kareeya,88,-17.767,145.5779,Hydro,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,185.48
AUS,Australia,Karratha,86,-20.7626,116.8375,Gas,,,,,ATCO Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Katherine,34.7,-14.4587,132.2445,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kemerton,260.9,-33.1633,115.7805,Gas,,,,,Transfield Services Infrastructure Fund,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kiata Wind Farm,31.05,-36.3966,141.7474,Wind,,,,,Windlab Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kidston I,50,-18.89,144.14,Solar,,,,,,,Wiki-Solar,119.05
AUS,Australia,King Island (Currie),8.55,-39.9388,143.892,Oil,,,,,Hydro Tasmania,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kogan Creek,744,-26.9177,150.7493,Coal,,,,,CS Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Koombooloomba,7.3,-17.8313,145.6034,Hydro,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,18.5
AUS,Australia,Kununurra,12.4,-15.7796,128.7395,Oil,,,,,Horizon Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana,21,-32.197,115.7759,Gas,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana (Alcoa Refinery),74.5,-32.1946,115.7797,Gas,,,,,Alcoa of Australia Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana Cogeneration,123,-32.2225,115.7661,Gas,,,,,International Power Plc & Mitsui & Co Ltd & Transfield,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana High Efficiency Gas Turbine Plant,200,-32.1973,115.7754,Gas,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana NewGen,320,-32.202,115.7728,Gas,,,,,Newgen Power Kwinana Partnership,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Kwinana Swift,120,-32.2243,115.7783,Gas,,,,,Western Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ladbroke Grove,80,-37.4567,140.7827,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lake Bonney Stage 1 Wind Farm,80.5,-37.7815,140.4058,Wind,,,,,Infigen Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lake Bonney Stage 2 Wind Farm,159,-37.8149,140.4195,Wind,,,,,Infigen Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lake Bonney Stage 3 Wind Farm,39,-37.7505,140.393,Wind,,,,,Infigen Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lake Cargelligo CSP,3,-33.311,146.4092,Solar,,,,,,,Wiki-Solar,6.04
AUS,Australia,Lake Echo,32.4,-42.2537,146.6207,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,82.12
AUS,Australia,Lake Glenmaggie,4,-37.9047,146.8011,Hydro,,,,,Pacific Hydro Investments Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,12.75
AUS,Australia,Lake Keepit,6.5,-30.8792,150.4914,Hydro,,,,,Country Energy,,Australian Renewable Energy Mapping Infrastructure,16.98
AUS,Australia,Lake William Hovell,2,-36.9129,146.3921,Hydro,,,,,Pacific Hydro Investments Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,8.93
AUS,Australia,Lakeland QLD,10.9,-15.869,144.862,Solar,,,,,,,Wiki-Solar,25.01
AUS,Australia,Landfill Management Services Shoal Bay,1.1,-12.3892,130.9254,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Laverton,1.5,-28.6216,122.3965,Oil,,,,,Energy Developments,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Laverton (Granny Smith Gold Mine),30.6,-28.8096,122.415,Oil,,,,,Barrick Gold of Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Laverton North,312,-37.8416,144.7887,Gas,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Leichhardt,60,-20.7835,139.4864,Gas,,,,,APA Group and AGL Energy Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Leinster Nickel Mine,59,-27.8141,120.699,Gas,,,,,Southern Cross Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lemonthyme,81.6,-41.6038,146.139,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,212.26
AUS,Australia,Leonards Hill,4.1,-37.4271,144.1222,Wind,,,,,Hepburn Community Wind Park Co-operative Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Leonora,4.43,-28.8811,121.3213,Gas,,,,,Energy Developments,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Liapootah,87.3,-42.3763,146.5099,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,252.29
AUS,Australia,Liddell,2200,-32.3713,150.9776,Coal,,,,,Macquarie Generation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Liddell Solar Thermal,9.3,-32.3761,150.9797,Solar,,,,,Macquarie Generation,,Australian Renewable Energy Mapping Infrastructure,19.2
AUS,Australia,Lilyvale Solar Farm,100,-23.0875,148.439,Solar,,,,,FRV Fotowatio Renewable Ventures,,Australian Renewable Energy Mapping Infrastructure,245.99
AUS,Australia,Lincoln Gap,10,-32.5645,137.5572,Wind,,,,,Nexif Energy Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Longford,31,-38.2236,147.1657,Gas,,,,,TRUenergy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lonsdale,20,-35.1097,138.491,Oil,,,,,Infratil Energy Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lower Lake Margaret,3.2,-42.0147,145.5261,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,7.17
AUS,Australia,Lower Rubicon,13.55,-37.3027,145.8458,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,38.78
AUS,Australia,Loy Yang A,2180,-38.2536,146.5746,Coal,,,,,GEAC Great Energy Alliance Corporation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Loy Yang B,1000,-38.2564,146.5864,Coal,,,,,IPM Australia Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lucas Heights I,5.39,-34.0293,151.0021,Waste,,,,,Energy Developments LFG (NSW) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Lucas Heights II,16,-34.0481,150.9739,Waste,,,,,Energy Developments LFG (NSW) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Macarthur Wind Farm,420,-38.0648,142.1844,Wind,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mackay,30,-21.1446,149.1591,Gas,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mackintosh,79.9,-41.6997,145.6461,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,223.85
AUS,Australia,Macknade Sugar Mill,8,-18.589,146.258,Biomass,,,,,Sucrogen (Herbert) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mandurah,1.3,-32.5079,115.759,Waste,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Manildra Solar Farm,46,-33.1733,148.718,Solar,,,,,First Solar Australia,,Australian Renewable Energy Mapping Infrastructure,101.46
AUS,Australia,Marble Bar Diesel Backup,1.28,-21.1649,119.7419,Oil,,,,,Horizon Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Maryborough,7.5,-25.5476,152.7171,Biomass,,,,,MSF Sugar,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Maryvale Mill,54.5,-38.1809,146.4479,Biomass,,,,,Australian Paper,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,McArthur River Mine,78,-16.4335,136.0935,Gas,,,,,Energy Developments Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,McKay Creek (Mount Beauty Hydro Scheme),150,-36.8584,147.2345,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,363.31
AUS,Australia,Meadowbank,40,-42.6112,146.8457,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,122.37
AUS,Australia,Meekatharra,2.9,-26.5952,118.483,Oil,,,,,Energy Developments,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Melbourne,1.2,-37.8086,144.9685,Gas,,,,,Cogent Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Merredin,82,-31.5423,118.227,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mica Creek,325,-20.7776,139.4906,Gas,,,,,Stanwell Corporation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Millmerran,856,-27.9615,151.2789,Coal,,,,,Intergen,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mintaro,90,-33.9031,138.7383,Gas,,,,,Synergen Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Moorabool North Wind Farm,131,-37.655,144.1913,Wind,,,,,Goldwind Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Moorabool South Wind Farm,131,-37.7402,144.1622,Wind,,,,,Goldwind Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Moranbah,12.56,-21.9851,148.0246,Gas,,,,,Energy Developments Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Moranbah North,45.7,-21.8967,147.9507,Gas,,,,,Energy Development Projects (Australia) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Moree,60,-29.5722,149.8669,Solar,,,,,FRV-Fotowatio Renewable Ventures,,Australian Renewable Energy Mapping Infrastructure,134.26
AUS,Australia,Mornington,1,-38.3916,144.8553,Waste,,,,,LMS Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mortlake,566,-38.0632,142.6675,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mortons Lane Wind Farm,20,-37.8413,142.4653,Wind,,,,,China Guangdong Nuclear Wind Energy Company,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mount Keith Nickel Mine,112,-27.2146,120.548,Gas,,,,,Southern Cross Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mount Magnet,1.9,-28.0871,117.8327,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mount Millar Wind Farm,70,-33.6255,136.7039,Wind,,,,,Meridian Energy Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mount Stuart,423,-19.338,146.8512,Oil,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mt Gambier,10,-37.8388,140.8057,Biomass,,,,,Carter Holt Harvey Wood Products Australia Pty Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mt Gellibrand Wind Farm,189,-38.2587,143.8019,Wind,,,,,Acciona Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mt Mercer Wind Farm,131,-37.8317,143.8892,Wind,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mt Piper,1400,-33.3589,150.0313,Coal,,,,,Delta,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mugga Lane,3.5,-35.3953,149.1458,Waste,,,,,Energy Developments LFG (ACT) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mugga Lane Solar Park,13,-35.3989,149.146,Solar,,,,,Maoneng Australia,,Australian Renewable Energy Mapping Infrastructure,27.18
AUS,Australia,Muja C,400,-33.446,116.3062,Coal,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Muja D,454,-33.4464,116.3074,Coal,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mulgrave,13,-17.0932,145.7887,Biomass,,,,,MSF Sugar,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mumbida Wind Farm,55,-28.9918,114.9599,Wind,,,,,Verve Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mungarra,112,-28.8893,115.1177,Gas,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Mungullah,18,-24.8911,113.7095,Gas,,,,,Horizon Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Munmorah,600,-33.2117,151.5418,Coal,,,,,Delta Electricity,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Murra Warra Wind Farm,429,-36.4333,142.3182,Wind,,,,,RES Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Murray 1,950,-36.2467,148.1901,Hydro,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,2655.64
AUS,Australia,Murray 2,552,-36.2423,148.1362,Hydro,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,965.81
AUS,Australia,Murrin Murrin (Nickel Mine),78,-28.9238,121.3293,Gas,,,,,Minara Resources,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Musselroe,168,-40.7798,148.0097,Wind,,,,,Hydro Tasmania Wind Operations Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Narrogin Bioenergy Plant,1,-32.9521,117.1916,Biomass,,,,,Verve Energy  Western Power  Oil Mallee Co  Enecon Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Narromine,15,-32.224,148.256,Solar,,,,,,,Wiki-Solar,35.05
AUS,Australia,Neerabup,330,-31.6712,115.8021,Gas,,,,,Newgen Neerabup Partnership,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Newman Iron Ore Mine,170,-23.3443,119.7086,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Newport,500,-37.8415,144.8942,Gas,,,,,Industry Funds Management,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Nhulunbuy,24,-12.1889,136.6872,Oil,,,,,Rio Tinto,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Nieterana,2.2,-42.2686,146.2629,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,9.05
AUS,Australia,Nine Network,3.2,-33.811,151.1966,Oil,,,,,Nine Network,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Noranda,1.1,-31.8654,115.8773,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Normanton,4.5,-17.681,141.05,Solar,,,,,,,Wiki-Solar,9.37
AUS,Australia,Norseman Mine,9,-32.1963,121.7943,Oil,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,North Brown Hill  Wind Farm,132.3,-33.3093,138.7296,Wind,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,North Sydney,2.4,-33.8398,151.2069,Gas,,,,,Cogent Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Northam,10,-31.652,116.711,Solar,,,,,,,Wiki-Solar,20.08
AUS,Australia,Numurkah Solar Farm,100,-36.1592,145.4746,Solar,,,,,Neoen,,Australian Renewable Energy Mapping Infrastructure,183.1
AUS,Australia,Nymboida,33.6,-29.9257,152.7417,Hydro,,,,,Essential Energy,,Australian Renewable Energy Mapping Infrastructure,78.47
AUS,Australia,Nyngan Solar Plant,102,-31.5527,147.0854,Solar,,,,,AGL Energy,,Australian Renewable Energy Mapping Infrastructure,243.96
AUS,Australia,Oakey,282,-27.4183,151.6797,Gas,,,,,Oakey Power Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Oakey 1,25,-27.406,151.647,Solar,,,,,,,Wiki-Solar,58.52
AUS,Australia,Oakey 2,55,-27.412,151.655,Solar,,,,,,,Wiki-Solar,128.79
AUS,Australia,Oakland Hills Wind Farm,67,-37.6871,142.5467,Wind,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Oaky,4.8,-30.5751,152.069,Hydro,,,,,Essential Energy,,Australian Renewable Energy Mapping Infrastructure,11.12
AUS,Australia,Oaky Creek,20,-22.9878,148.5817,Gas,,,,,EnvironGen (Oaky) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Onslow,3.6,-21.6582,115.099,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ord River,30,-16.1201,128.7383,Hydro,,,,,Pacific Hydro Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,82.07
AUS,Australia,Osborne,180,-34.798,138.5079,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Owen Springs,36,-23.8636,133.8255,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Paloona,28,-41.2826,146.249,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,87.37
AUS,Australia,Paraburdoo,155,-23.2233,117.6133,Gas,,,,,Rio Tinto Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Paraburdoo (Standby),20,-23.2238,117.6137,Gas,,,,,Rio Tinto Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Parkes Solar Farm,66,-33.1027,148.075,Solar,,,,,NEOEN,,Australian Renewable Energy Mapping Infrastructure,139.11
AUS,Australia,Pedler Creek,3,-35.2023,138.5021,Waste,,,,,Energy Developments LFG (SA) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pelican Point,478,-34.765,138.5053,Gas,,,,,International Power - GDF Suez Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Perth Zoo,2.37,-31.9767,115.8548,Solar,,,,,Perth Zoo,,Australian Renewable Energy Mapping Infrastructure,4.64
AUS,Australia,Peterborough SA,4.9,-32.945,138.905,Solar,,,,,,,Wiki-Solar,10.17
AUS,Australia,Pindari,6.7,-29.3886,151.2442,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,20.86
AUS,Australia,Pine Creek,34.76,-13.7856,131.8624,Gas,,,,,NGD (NT) / Cosmo Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pinjar,576,-31.5568,115.8204,Gas,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pinjarra Bauxite Mine and Alumina Refinery,280,-32.6473,115.9469,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pioneer Sugar Mill,67.8,-19.5575,147.3308,Biomass,,,,,CSR,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Plane Creek Sugar Mill,14,-21.4282,149.2159,Biomass,,,,,Sucrogen (Plane Creek Mill) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Plutonic Gold Mine,28,-25.311,119.4508,Gas,,,,,Barrick Gold of Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Poatina,100,-41.8115,146.9192,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,272
AUS,Australia,Port Hedland,126,-20.4283,118.5498,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Hedland (Smaller),84,-20.3782,118.5384,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Lincoln,73.5,-34.7003,135.8044,Oil,,,,,Synergen Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Stanvac,57.6,-35.1104,138.4915,Oil,,,,,Infratil Energy Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Proserpine Sugar Mill,17,-20.3985,148.5797,Biomass,,,,,Sucrogen,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Quarantine,224,-34.7793,138.5224,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Racecourse Mill,3.5,-21.1635,149.1344,Biomass,,,,,Mackay Sugar Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ravensthorpe,56,-33.61,120.36,Oil,,,,,First Quantum Minerals,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Red Hill,3.65,-31.8317,116.0992,Waste,,,,,Landfill Gas and Power Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Redbank,150,-32.5802,151.0719,Coal,,,,,Biogreen Energy Pty Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Reece,238,-41.7238,145.1359,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,560.59
AUS,Australia,Remount,2.2,-41.395,147.1554,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Repulse,28,-42.5077,146.647,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,87.53
AUS,Australia,Revesby Workers Club,2.5,-33.9534,151.0137,Oil,,,,,Revesby Workers Club,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rochedale,4,-27.5591,153.1236,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rockingham,2.1,-32.2863,115.8154,Waste,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rocky Point Sugar Sugar Mill,30,-27.7334,153.3276,Biomass,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Roghan Road,2,-27.3388,153.0344,Waste,,,,,Energy Developments LFG (Qld) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rollingstone QLD,125,-19.03,146.394,Solar,,,,,,,Wiki-Solar,300.68
AUS,Australia,Roma,80,-26.5772,148.8402,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ron Goodin,44.6,-23.7091,133.8912,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ross River,148,-19.424,146.715,Solar,,,,,,,Wiki-Solar,355.69
AUS,Australia,Rowallan,10.5,-41.7295,146.2176,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,34.28
AUS,Australia,Roy Hill,6,-22.4812,119.9472,Oil,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Royalla Solar Farm,20,-35.4897,149.1435,Solar,,,,,Abdul Latif Jameel Energy and Environment Services,,Australian Renewable Energy Mapping Infrastructure,42.32
AUS,Australia,Rubicon,13.55,-37.3272,145.8605,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,38.78
AUS,Australia,Rugby Run Solar Farm,65,-22.1405,147.9188,Solar,,,,,Adani Renewables,,Australian Renewable Energy Mapping Infrastructure,161.27
AUS,Australia,Sapphire Wind Farm,270,-29.6997,151.4119,Wind,,,,,CWP Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Savannah Nickel Mine,10.8,-17.3631,128.0331,Oil,,,,,Contract Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Shenton Park WMRC Project,1,-31.9577,115.7924,Waste,,,,,AnaeCo Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Shepparton Biogas Generation Plant,1.1,-36.3218,145.379,Waste,,,,,Diamond Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Smithfield Energy,170.9,-33.85,150.9495,Gas,,,,,Marubeni Australia Power Services,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snowtown North,148,-33.714,138.1402,Wind,,,,,Tilt Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snowtown South,126,-33.8302,138.1184,Wind,,,,,Tilt Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snuggery,63,-37.6646,140.4156,Gas,,,,,International Power - GDF Suez Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Solomon Iron Ore Mine,125,-22.1581,117.9849,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Somerton,160,-37.6318,144.9531,Gas,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,South Cardup (Shale Road Landfill),3.3,-32.2664,116.0193,Waste,,,,,Western Australian Landfill Services,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,South Johnstone,20,-17.6057,145.991,Biomass,,,,,MSF Sugar,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Springvale,4.2,-37.9733,145.1396,Waste,,,,,Energy Developments LFG (Victoria) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,St George Leagues Club,1,-33.9748,151.1294,Oil,,,,,St George Leagues Club,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Stanwell,1460,-23.5097,150.3195,Coal,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Stapylton Green Energy,4.8,-27.7334,153.2463,Biomass,,,,,Stapylton Green Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Starfish Hill Wind Farm,34.5,-35.5678,138.1432,Wind,,,,,RATCH-Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Studland Bay (Woolnorth) Wind Farm,75,-40.7788,144.7362,Wind,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Summerhill,5,-32.891,151.65,Solar,,,,,,,Wiki-Solar,10.63
